url,status,title,description,description_length,has_og_image,has_og_title,has_og_description,has_canonical,canonical_matches,has_article_schema,has_h1,h1_count,word_count,outbound_links,internal_links,has_bluf_or_tldr,issues,priority_score
https://app.chinmayarora.com/blog/upe-computer-vision-biomedical-ai/,200,Computer Vision for Ultra-weak Photon Emission: A Signal-First Pipeline for Biomedical AI | Chinmay Arora,"A technical roadmap for applying computer vision, Poisson-aware denoising, spatial hotspot detection, and scientific reporting to Ultra-weak Photon Emission data.",162,True,True,True,True,True,True,True,1,3766,3,12,True,,0
https://app.chinmayarora.com/blog/agent-protocol-stack/,200,"The Internet’s Next Protocol Layer: A2A, ACP, UCP, ATXP and the Shift from Pages to Agents | Chinmay Arora","An exploratory technical essay on the emerging protocol stack for agentic systems—how A2A, ACP, UCP, and ATXP signal a shift from human-click web flows to interoperable, transactable AI agents.",193,True,True,True,True,True,True,True,1,3539,13,9,True,,0
https://app.chinmayarora.com/blog/severance-segmentation-and-subcontinent-geoviz/,200,From Severance-Style Segmentation to a Subcontinent Geo-Visualizer: Designing Richer Human and Spatial Intelligence Systems | Chinmay Arora,"A combined exploration of two visualization ideas: behavior-aware user segmentation inspired by layered selves, and a geospatial visualizer for the Indian subcontinent designed to reveal cultural, economic, and historical patterns.",231,True,True,True,True,True,True,True,1,1959,3,9,True,,0
https://app.chinmayarora.com/blog/interactive-cultural-timeline-map/,200,"Interactive Cultural Timeline Map: Visualizing the Movement of Civilizations, Ideas, and Influence Across Time | Chinmay Arora","A project exploration for an interactive world map that traces the movement of civilizations, trade, language, ideas, and cultural influence across time through layered visual storytelling.",189,True,True,True,True,True,True,True,1,1701,3,9,True,,0
https://app.chinmayarora.com/blog/wax-seal-cybersecurity/,200,"Wax Seal Cybersecurity: Designing Trust, Provenance, and Tamper Evidence from an Old Idea | Chinmay Arora","A digital provenance and tamper evidence framework inspired by wax seals, combining cryptographic verification, chain-of-custody metadata, and human-legible trust states.",170,True,True,True,True,True,True,True,1,1998,8,12,True,,0
https://app.chinmayarora.com/blog/successful-key-moment-metric/,200,Successful Key Moment (SKM): A Football Metric for Real Match Influence | Chinmay Arora,"A technical framework for a football metric that measures real match influence beyond goals and assists by weighting actions through expected outcome, pressure, context, and downstream impact.",192,True,True,True,True,True,True,True,1,4042,3,12,True,,0
https://app.chinmayarora.com/blog/ai-localisation-for-media/,200,AI Localisation for Media: Building Culturally Intelligent Global Content Pipelines | Chinmay Arora,"A technical and strategic exploration of AI-powered localisation for film, television, streaming, sports, and digital media, focused on making content travel without flattening culture.",185,True,True,True,True,True,True,True,1,1875,3,9,True,,0
https://app.chinmayarora.com/blog/indian-media-strategy-shift/,200,"Indian Media Strategy Shift: Why the Next Growth Curve May Depend on Genre, Structure, and Cultural Repackaging | Chinmay Arora","A strategic and data-minded exploration of how Indian media could shift toward younger-demographic, plot-driven, effects-capable, globally competitive formats without losing local identity.",189,True,True,True,True,True,True,True,1,1879,3,9,True,,0
https://app.chinmayarora.com/blog/context-passport/,200,"Claude Memory changes the game — but the real unlock is portable, user-owned memory | Chinmay Arora","Claude’s Memory + import flow is a major validation of a bigger shift: the next battleground isn’t model quality, it’s continuity. This post breaks down the remaining gap—portable, user-owned memory with provenance, diffs, privacy scopes, and token-aware context packing.",271,True,True,True,True,True,True,True,1,3015,33,9,True,,0
https://app.chinmayarora.com/blog/virality-bo/,200,Engineering Virality with Bayesian Optimization | Chinmay Arora,"A Bayesian optimization study of virality and influence maximization, testing how sequential search, diffusion models, and graph-aware seed selection compare with simple network heuristics.",189,True,True,True,True,True,True,True,1,2910,3,10,True,,0
https://app.chinmayarora.com/blog/influence-maximization-bayesian-optimization-higgs/,200,Influence Maximization using BO | Chinmay Arora,"A Bayesian optimization influence maximization study on the Higgs Twitter graph, showing how search-space design can turn the same optimizer from a 48% loss into a 4.5% gain.",174,True,True,True,True,True,True,True,1,2518,11,12,True,,0
https://app.chinmayarora.com/blog/bo-graph/,200,Bayesian Optimization Meets Graphs | Chinmay Arora,"An exploration of Bayesian optimization on graphs, explaining how graph structure, combinatorial search spaces, surrogate models, and acquisition choices shape practical optimization.",183,True,True,True,True,True,True,True,1,1451,3,9,True,,0
https://app.chinmayarora.com/blog/the-impact-of-ai-on-local-government-digital-experience/,200,"AI in Local Government DX: A Technical Deep Dive into Governance, Auditing, and Operationalization | Chinmay Arora","A technical exploration of how to operationalize AI in local government through risk tiering, audit logs, success metrics, and defensible governance workflows.",159,True,True,True,True,True,True,True,1,1638,3,9,True,,0
https://app.chinmayarora.com/blog/segmentation/,200,Segmentation for Public Sector DX: From Lived Experience Signals to Safer AI Deployment | Chinmay Arora,A technical perspective on building resident/customer segmentation that supports equitable digital experience and becomes the measurement backbone for responsible AI integration.,178,True,True,True,True,True,True,True,1,1302,3,9,True,,0
https://app.chinmayarora.com/blog/welcome-to-the-blog/,200,Welcome to the Blog | Chinmay Arora,"A guide to how Chinmay Arora's technical blog uses BLUF summaries, structured evidence, internal links, and metadata to help readers, search engines, and AI systems find useful work.",182,True,True,True,True,True,True,True,1,725,3,9,True,,0
